,id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license,year,min_revenue,name_upper,name_lower
254,17831884,Historical home - 2 bdrm. Suite -All inclusive.,121322838,Positive ❤️Heart Living.P,York,Fredericton,45.94685,-66.63406,Entire home/apt,123,1,199,2022-06-09,3.14,6,267,56,,2022.0,123,HISTORICAL HOME - 2 BDRM. SUITE -ALL INCLUSIVE.,historical home - 2 bdrm. suite -all inclusive.
255,19924458,Acadie Escape,141147775,Sylvain,Kent,Richibucto,46.67929,-64.8648,Entire home/apt,126,2,157,2022-06-16,2.63,1,310,12,,2022.0,252,ACADIE ESCAPE,acadie escape
256,17846732,Cottage Chic Loft- Downtown 2 Bedroom - Water View,10898681,Janis,Charlotte,Saint Andrews,45.07393,-67.05364,Entire home/apt,199,2,101,2022-06-19,1.67,2,337,15,,2022.0,398,COTTAGE CHIC LOFT- DOWNTOWN 2 BEDROOM - WATER VIEW,cottage chic loft- downtown 2 bedroom - water view
257,19939920,Relaxing place,92600156,Yves,Westmorland,Shediac,46.26119,-64.6113,Private room,112,1,1,2017-08-20,0.02,1,92,0,,2017.0,112,RELAXING PLACE,relaxing place
258,18031565,Home Away from Home in beautiful beach community,64882764,Jenny,Westmorland,Shediac,46.22501,-64.53312,Entire home/apt,196,5,26,2021-09-04,0.43,1,24,8,,2021.0,980,HOME AWAY FROM HOME IN BEAUTIFUL BEACH COMMUNITY,home away from home in beautiful beach community
259,18053551,Beautiful Riverfront Home Utopia,101663829,Melissa,Charlotte,Saint George,45.14313,-66.8338,Entire home/apt,450,3,18,2021-10-18,0.37,1,328,5,,2021.0,1350,BEAUTIFUL RIVERFRONT HOME UTOPIA,beautiful riverfront home utopia
260,19999658,La petite perle,141919794,Denis,Gloucester,Shippagan,47.79165,-64.64236,Entire home/apt,125,3,53,2022-06-10,0.89,1,270,21,,2022.0,375,LA PETITE PERLE,la petite perle
261,18174539,Cute One Bedroom Cottage with Ocean View,120135986,Patrick,Albert,Alma,45.60608,-64.94781,Entire home/apt,160,2,159,2022-06-17,2.6,3,259,47,,2022.0,320,CUTE ONE BEDROOM COTTAGE WITH OCEAN VIEW,cute one bedroom cottage with ocean view
262,20013887,Plain Jane LANE,6772314,Dwight & Cheryl,Saint John,City of Saint John,45.27354,-66.05302,Private room,85,1,101,2020-01-01,1.7,10,174,0,,2020.0,85,PLAIN JANE LANE,plain jane lane
263,20054648,"Alvin's ""Attic"" 1 bdrm apt in old Saint John",99381199,Alvin,Saint John,City of Saint John,45.28555,-66.05589,Entire home/apt,75,1,235,2022-05-01,3.95,5,254,49,,2022.0,75,"ALVIN'S ""ATTIC"" 1 BDRM APT IN OLD SAINT JOHN","alvin's ""attic"" 1 bdrm apt in old saint john"
264,18226260,Chambre en famille acadienne #1,84571371,Christian Et Mylene,Gloucester,Saumarez,47.50144,-64.93715,Private room,60,2,3,2017-08-16,0.05,2,68,0,,2017.0,120,CHAMBRE EN FAMILLE ACADIENNE #1,chambre en famille acadienne #1
265,20088991,"""Casa Nueva"": 2 Bed Apt - Your Home Away From Home",114532687,Unilau,Westmorland,Moncton,46.09474,-64.78561,Entire home/apt,99,3,42,2021-02-24,0.71,2,0,0,,2021.0,297,"""CASA NUEVA"": 2 BED APT - YOUR HOME AWAY FROM HOME","""casa nueva"": 2 bed apt - your home away from home"
266,18253263,Jigger's ~ Spacious Beachfront Cottage,28567858,Andre,Westmorland,Shediac,46.26763,-64.5815,Entire home/apt,330,5,27,2021-08-14,0.45,1,95,4,,2021.0,1650,JIGGER'S ~ SPACIOUS BEACHFRONT COTTAGE,jigger's ~ spacious beachfront cottage
267,20093176,Waterfront Cottage,142496563,Ella Mae,York,Manners Sutton,45.72503,-67.02569,Entire home/apt,140,2,56,2022-05-15,0.94,1,220,11,,2022.0,280,WATERFRONT COTTAGE,waterfront cottage
268,18274065,Windswept Farms 1 The Farmhouse Room,126340537,Lorelei,Carleton,Wicklow,46.44743,-67.68924,Private room,110,1,93,2021-10-18,1.48,2,172,18,,2021.0,110,WINDSWEPT FARMS 1 THE FARMHOUSE ROOM,windswept farms 1 the farmhouse room
269,18313116,Waterfront property with your own space &  privacy,126677156,Nancy,York,Manners Sutton,45.72527,-67.02907,Entire home/apt,140,2,140,2022-06-19,2.23,1,79,18,,2022.0,280,WATERFRONT PROPERTY WITH YOUR OWN SPACE &  PRIVACY,waterfront property with your own space &  privacy
270,20149019,Dominion Hill Country Inn - Lupine Cottage,137824855,Michael At Dominion Hill,Charlotte,Saint Patrick,45.25458,-67.01067,Private room,176,1,20,2022-04-24,0.34,18,264,4,,2022.0,176,DOMINION HILL COUNTRY INN - LUPINE COTTAGE,dominion hill country inn - lupine cottage
271,18413818,Down the Road Guesthouse,28546218,Devin,Albert,Hopewell,45.81112,-64.60344,Entire home/apt,280,2,86,2022-06-20,1.76,1,298,21,,2022.0,560,DOWN THE ROAD GUESTHOUSE,down the road guesthouse
272,18427092,Large Suite apartment,127701774,Joelle,Carleton,Wakefield,46.28069,-67.65067,Entire home/apt,79,1,127,2022-06-22,2.07,4,323,27,,2022.0,79,LARGE SUITE APARTMENT,large suite apartment
273,18443668,Victorian Rose Cottage,127851993,Fatima & John,Albert,Hopewell,45.75378,-64.72655,Entire home/apt,140,1,149,2021-08-26,2.49,1,247,17,,2021.0,140,VICTORIAN ROSE COTTAGE,victorian rose cottage
274,18488296,River Beachfront Cottage,128275063,Nancy,Kent,Richibucto,46.6721,-64.8444,Entire home/apt,207,7,21,2021-09-11,0.36,2,279,7,,2021.0,1449,RIVER BEACHFRONT COTTAGE,river beachfront cottage
275,18506248,Alvin's Charming 1 bdrm apt in old Saint John,99381199,Alvin,Saint John,City of Saint John,45.28555,-66.05589,Entire home/apt,89,1,292,2022-05-01,4.69,5,175,10,,2022.0,89,ALVIN'S CHARMING 1 BDRM APT IN OLD SAINT JOHN,alvin's charming 1 bdrm apt in old saint john
276,18524285,Exquisite - Queen Bed Private bath/shower Rm.4,121322838,Positive ❤️Heart Living.P,York,Fredericton,45.94643,-66.6345,Private room,91,1,119,2022-06-22,1.99,6,322,54,,2022.0,91,EXQUISITE - QUEEN BED PRIVATE BATH/SHOWER RM.4,exquisite - queen bed private bath/shower rm.4
277,20153727,The Blue Heron,143395716,Alice-Anne,Charlotte,Saint Andrews,45.07585,-67.05379,Entire home/apt,180,2,24,2021-10-24,0.41,1,234,5,,2021.0,360,THE BLUE HERON,the blue heron
278,18526566,"Beautiful Lakefront Cottage on Lake Utopia, #1",128611937,Sherry,Charlotte,Saint George,45.15405,-66.81317,Entire home/apt,175,3,83,2022-06-12,1.37,1,290,18,,2022.0,525,"BEAUTIFUL LAKEFRONT COTTAGE ON LAKE UTOPIA, #1","beautiful lakefront cottage on lake utopia, #1"
279,20253550,"Shank's Cabin, Modern Log Cabin, Outdoor Hot Tub",144332110,Corey,Albert,Elgin,45.84089,-64.91797,Entire home/apt,262,1,38,2022-05-01,1.74,3,0,22,,2022.0,262,"SHANK'S CABIN, MODERN LOG CABIN, OUTDOOR HOT TUB","shank's cabin, modern log cabin, outdoor hot tub"
280,18548957,Windswept Farms 2 The Lavender Room,126340537,Lorelei,Carleton,Wicklow,46.44689,-67.68927,Private room,110,1,46,2022-06-04,0.74,2,163,8,,2022.0,110,WINDSWEPT FARMS 2 THE LAVENDER ROOM,windswept farms 2 the lavender room
281,20261710,european suite,144354036,Brigitte. David,Carleton,Northampton,46.17287,-67.5535,Private room,86,1,85,2022-06-23,1.44,7,254,28,,2022.0,86,EUROPEAN SUITE,european suite
282,18615186,"Large, lovely home in Bouctouche",129304508,Neil,Kent,Wellington,46.46062,-64.70234,Entire home/apt,125,3,53,2022-06-19,0.87,1,181,9,,2022.0,375,"LARGE, LOVELY HOME IN BOUCTOUCHE","large, lovely home in bouctouche"
283,20277218,Upper Oxbow Outdoor Adventures,144578252,Debbie,Northumberland,Southesk,46.95171,-65.8619,Private room,100,1,5,2022-05-22,0.1,1,39,1,,2022.0,100,UPPER OXBOW OUTDOOR ADVENTURES,upper oxbow outdoor adventures
284,18627546,Clark Getaway,129409513,Sarah,York,Kingsclear,45.89384,-66.89938,Entire home/apt,167,2,95,2022-06-18,1.58,2,301,35,,2022.0,334,CLARK GETAWAY,clark getaway
285,20303550,"The old ""Marquis Inn"" Coralli room",144821613,G,Northumberland,Alnwick,47.33189,-65.01082,Private room,90,1,0,,,2,0,0,,,90,"THE OLD ""MARQUIS INN"" CORALLI ROOM","the old ""marquis inn"" coralli room"
286,18643194,La Maison Bleue,129538238,Eric,Gloucester,Shippagan,47.79108,-64.63143,Entire home/apt,150,7,19,2021-08-15,0.32,1,144,2,,2021.0,1050,LA MAISON BLEUE,la maison bleue
287,18650420,Cosy Craftsman in Downtown Fredericton,2661071,Amanda,York,Fredericton,45.96061,-66.65159,Entire home/apt,64,2,480,2022-06-23,8.26,1,12,78,,2022.0,128,COSY CRAFTSMAN IN DOWNTOWN FREDERICTON,cosy craftsman in downtown fredericton
288,20358821,Green room,73903767,Ghislain,Gloucester,Saumarez,47.50957,-64.90875,Private room,48,1,76,2021-10-20,1.29,3,217,1,,2021.0,48,GREEN ROOM,green room
289,7686907,Relaxing waterfront cottage,40370720,Linda,Kent,Richibucto,46.59674,-64.9102,Entire home/apt,250,2,1,2018-07-01,0.02,1,286,0,,2018.0,500,RELAXING WATERFRONT COTTAGE,relaxing waterfront cottage
290,7801139,Nowak's Own B&B,41061514,Markus,Westmorland,Shediac,46.21399,-64.5958,Private room,115,1,12,2021-09-28,0.17,1,206,2,,2021.0,115,NOWAK'S OWN B&B,nowak's own b&b
291,7873201,Pilgrims Rest 2 B&B,41495201,Susan,Kings,Sussex,45.68753,-65.51257,Private room,80,1,46,2022-06-22,0.63,2,356,9,,2022.0,80,PILGRIMS REST 2 B&B,pilgrims rest 2 b&b
292,7873235,Pilgrims Rest B&B,41495201,Susan,Kings,Sussex,45.68504,-65.51369,Private room,80,1,56,2022-05-23,0.67,2,362,11,,2022.0,80,PILGRIMS REST B&B,pilgrims rest b&b
293,8200198,Old south home• Vegan•Single room,28966730,Tanya,York,Fredericton,45.96445,-66.62423,Private room,95,1,52,2022-06-05,0.63,3,337,9,,2022.0,95,OLD SOUTH HOME• VEGAN•SINGLE ROOM,old south home• vegan•single room
294,20411741,Century Home in the Heart of a Riverfront Village,114040375,Kandace & Chad,Victoria,Andover,46.75154,-67.7045,Private room,95,1,47,2022-06-09,0.8,1,45,7,,2022.0,95,CENTURY HOME IN THE HEART OF A RIVERFRONT VILLAGE,century home in the heart of a riverfront village
295,8293824,Up River House on the Nashwaak,43730128,Stephany,York,Fredericton,45.99963,-66.57538,Entire home/apt,109,6,6,2022-03-21,0.08,1,272,4,,2022.0,654,UP RIVER HOUSE ON THE NASHWAAK,up river house on the nashwaak
296,20417760,Dominion Hill Country Inn - Harbour Cabin,137824855,Michael At Dominion Hill,Charlotte,Saint Patrick,45.18455,-66.96271,Private room,117,1,40,2022-06-01,0.68,18,262,15,,2022.0,117,DOMINION HILL COUNTRY INN - HARBOUR CABIN,dominion hill country inn - harbour cabin
297,8336839,The Cottage that Hugs You,42169404,Rod And Victoria,Sunbury,Sheffield,45.92656,-66.29617,Entire home/apt,182,2,13,2021-09-12,0.18,1,313,3,,2021.0,364,THE COTTAGE THAT HUGS YOU,the cottage that hugs you
298,8670729,Lexie's Landing,27150283,Lisa,Westmorland,Moncton,46.09895,-64.71844,Private room,60,2,79,2021-10-22,0.97,1,236,2,,2021.0,120,LEXIE'S LANDING,lexie's landing
299,20418295,Dominion Hill Country Inn - Campobello Cabin,137824855,Michael At Dominion Hill,Charlotte,Saint Patrick,45.18453,-66.96174,Private room,117,1,21,2022-05-04,0.36,18,262,4,,2022.0,117,DOMINION HILL COUNTRY INN - CAMPOBELLO CABIN,dominion hill country inn - campobello cabin
300,8987873,Cottage by the sea / Chalet bord de mer,24129438,Sylvie And Daniel,Gloucester,Shippagan,47.7432,-64.76845,Entire home/apt,185,7,14,2021-09-16,0.2,1,65,3,,2021.0,1295,COTTAGE BY THE SEA / CHALET BORD DE MER,cottage by the sea / chalet bord de mer
301,20454394,Brooks B&B Room 201  Historical Romantic Stay,138721644,Yun Qing,Kings,Sussex,45.72512,-65.50512,Private room,126,1,2,2019-06-30,0.04,3,0,0,,2019.0,126,BROOKS B&B ROOM 201  HISTORICAL ROMANTIC STAY,brooks b&b room 201  historical romantic stay
302,9031669,Beautiful Renovated Home Fundy Bay,47141908,Susan,Charlotte,Saint George,45.05131,-66.87018,Entire home/apt,150,4,63,2022-05-28,0.78,4,302,3,,2022.0,600,BEAUTIFUL RENOVATED HOME FUNDY BAY,beautiful renovated home fundy bay
303,9101215,One Princess ~ Bachelor Apartment #3,47446936,One Princess,Saint John,City of Saint John,45.27302,-66.06316,Entire home/apt,149,2,126,2022-06-23,1.6,3,139,4,,2022.0,298,ONE PRINCESS ~ BACHELOR APARTMENT #3,one princess ~ bachelor apartment #3
304,20454922,Brooks B&B Room 203 Historical Romantic Stay,138721644,Yun Qing,Kings,Sussex,45.72584,-65.50462,Private room,126,1,1,2019-01-17,0.02,3,342,0,,2019.0,126,BROOKS B&B ROOM 203 HISTORICAL ROMANTIC STAY,brooks b&b room 203 historical romantic stay
305,9307587,Lord Edward Room,6772314,Dwight & Cheryl,Saint John,City of Saint John,45.2735,-66.05298,Private room,125,1,200,2022-06-07,2.5,10,276,56,,2022.0,125,LORD EDWARD ROOM,lord edward room
306,9314020,Master bedroom in a beautiful house with backyard,48254381,Ahmed,Westmorland,Moncton,46.11512,-64.85778,Private room,66,4,0,,,3,347,0,,,264,MASTER BEDROOM IN A BEAUTIFUL HOUSE WITH BACKYARD,master bedroom in a beautiful house with backyard
307,18691723,The Dorchester Jail Cell #1 - #1 rated experience,129934599,Bill,Westmorland,Dorchester,45.89941,-64.51554,Private room,109,1,141,2022-06-20,2.31,8,359,23,,2022.0,109,THE DORCHESTER JAIL CELL #1 - #1 RATED EXPERIENCE,the dorchester jail cell #1 - #1 rated experience
308,18735523,Hopewell Haven,130318318,Leah,Albert,Hopewell,45.83809,-64.57558,Entire home/apt,316,3,92,2022-06-22,1.52,1,24,17,,2022.0,948,HOPEWELL HAVEN,hopewell haven
309,18746061,Cozy Pine apartment,127701774,Joelle,Carleton,Wakefield,46.27909,-67.65018,Entire home/apt,79,1,21,2019-08-28,0.34,4,174,0,,2019.0,79,COZY PINE APARTMENT,cozy pine apartment
310,18767367,Bachelor in the Heart of Uptown Saint John,6540753,Chipman Hill Suites,Saint John,City of Saint John,45.2723,-66.06118,Private room,165,1,22,2021-09-14,0.35,7,174,8,,2021.0,165,BACHELOR IN THE HEART OF UPTOWN SAINT JOHN,bachelor in the heart of uptown saint john
311,18857953,Oak Bluff Cottage  (20% rebate from Prov. of NB),131382885,Doris,Westmorland,Shediac,46.23746,-64.50218,Entire home/apt,200,7,5,2019-08-17,0.08,1,131,0,,2019.0,1400,OAK BLUFF COTTAGE  (20% REBATE FROM PROV. OF NB),oak bluff cottage  (20% rebate from prov. of nb)
312,18911401,"RV , beach view , kayaks, across Big lobster",3032106,Gerry,Westmorland,Shediac,46.22016,-64.55942,Entire home/apt,146,1,39,2021-09-26,0.65,2,245,14,,2021.0,146,"RV , BEACH VIEW , KAYAKS, ACROSS BIG LOBSTER","rv , beach view , kayaks, across big lobster"
313,18931416,"Cocagne au bord de l'eau Héron Water F,15m Shediac",131964471,Sandra,Kent,Dundas,46.34063,-64.62055,Entire home/apt,195,7,9,2019-09-01,0.19,3,266,0,,2019.0,1365,"COCAGNE AU BORD DE L'EAU HÉRON WATER F,15M SHEDIAC","cocagne au bord de l'eau héron water f,15m shediac"
314,20481738,"Private Room in Clean, Spacious, Large Shared Home",146216592,Shane,York,Saint Marys,45.9432,-66.59048,Private room,26,1,54,2020-03-15,1.54,7,11,0,,2020.0,26,"PRIVATE ROOM IN CLEAN, SPACIOUS, LARGE SHARED HOME","private room in clean, spacious, large shared home"
315,19008227,Chalet Louisa,109379325,Marie-Pierre Et Mathieu,Gloucester,Shippagan,47.75977325439453,-64.74195861816406,Entire home/apt,130,4,14,2022-06-23,0.24,1,3,1,,2022.0,520,CHALET LOUISA,chalet louisa
316,20675705,Cozy and clean,146746070,Elizabeth,Northumberland,Newcastle,47.06509,-65.44724,Private room,55,1,187,2022-06-14,3.22,1,136,42,,2022.0,55,COZY AND CLEAN,cozy and clean
317,9683127,3 BRM Modern Open Concept Duplex with Central A/C,50017803,Dan,Westmorland,Moncton,46.09927,-64.7913,Entire home/apt,129,1,76,2021-02-23,0.96,2,292,0,,2021.0,129,3 BRM MODERN OPEN CONCEPT DUPLEX WITH CENTRAL A/C,3 brm modern open concept duplex with central a/c
318,21710231,The Lookout,115905672,Chelsea,Albert,Alma,45.60226,-64.94165,Entire home/apt,173,1,80,2022-03-16,1.6,6,63,24,,2022.0,173,THE LOOKOUT,the lookout
319,21743480,Lester Lofts by Bower Hotels & Suites,4000300,Bower Hotel,Westmorland,Moncton,46.08974,-64.7739,Private room,239,1,3,2021-05-16,0.1,35,299,0,,2021.0,239,LESTER LOFTS BY BOWER HOTELS & SUITES,lester lofts by bower hotels & suites
320,21822906,Comfortable Spacious  Accommodation,151030648,Violet,Westmorland,Moncton,46.10628,-64.752,Entire home/apt,195,1,153,2021-09-12,2.83,1,120,11,,2021.0,195,COMFORTABLE SPACIOUS  ACCOMMODATION,comfortable spacious  accommodation
321,21956855,Unique Barn Loft Apartment With River View (A/C),9015246,Cynthia,Kings,Rothesay,45.4327,-65.99712,Entire home/apt,75,7,46,2022-06-01,0.98,1,127,11,,2022.0,525,UNIQUE BARN LOFT APARTMENT WITH RIVER VIEW (A/C),unique barn loft apartment with river view (a/c)
322,22076887,Grand-Barachois Home with a View,114469829,Philippe,Westmorland,Shediac,46.22331,-64.39828,Private room,80,1,57,2021-10-16,1.22,1,361,27,,2021.0,80,GRAND-BARACHOIS HOME WITH A VIEW,grand-barachois home with a view
323,22100878,"The Secret Garden Loft 
with king size bed",230958093,Jessica,York,Fredericton,45.96639,-66.62568,Entire home/apt,254,2,16,2022-06-19,1.46,12,43,16,,2022.0,508,"THE SECRET GARDEN LOFT 
WITH KING SIZE BED","the secret garden loft 
with king size bed"
324,22244203,STUDY,6772314,Dwight & Cheryl,Saint John,City of Saint John,45.27359,-66.05302,Private room,120,1,19,2021-09-14,0.35,10,174,3,,2021.0,120,STUDY,study
325,22280086,"Private Suite, Private Entrance! Quiet",161756096,Corey,Westmorland,Moncton,46.1147,-64.84462,Entire home/apt,60,2,118,2022-05-03,2.95,1,0,22,,2022.0,120,"PRIVATE SUITE, PRIVATE ENTRANCE! QUIET","private suite, private entrance! quiet"
326,22306889,Downtown two bedroom apartment,22649365,Mario,Westmorland,Moncton,46.09442,-64.77062,Entire home/apt,148,1,395,2022-06-22,7.24,1,139,89,,2022.0,148,DOWNTOWN TWO BEDROOM APARTMENT,downtown two bedroom apartment
327,22336108,Purple room,73903767,Ghislain,Gloucester,Saumarez,47.5096,-64.9086,Private room,38,1,43,2020-04-05,0.81,3,218,0,,2020.0,38,PURPLE ROOM,purple room
328,22438462,"New, one bedroom apt",127701774,Joelle,Carleton,Wakefield,46.28055,-67.65206,Entire home/apt,79,1,24,2019-09-28,0.44,4,174,0,,2019.0,79,"NEW, ONE BEDROOM APT","new, one bedroom apt"
329,22485998,Lovely Downtown Home: The Blue House Grand Slam,743786,William,Westmorland,Moncton,46.09936,-64.79055,Entire home/apt,139,1,55,2022-03-19,1.11,2,0,4,,2022.0,139,LOVELY DOWNTOWN HOME: THE BLUE HOUSE GRAND SLAM,lovely downtown home: the blue house grand slam
330,22486006,fully furnished house very close 2 Saint John,150414966,Kris,Kings,Rothesay,45.34826,-66.01866,Private room,50,2,12,2020-11-10,0.23,1,73,0,,2020.0,100,FULLY FURNISHED HOUSE VERY CLOSE 2 SAINT JOHN,fully furnished house very close 2 saint john
331,20693896,"Condo au bord de la mer - Shediac, NB",148105887,Danielle,Westmorland,Shediac,46.23637,-64.45894,Entire home/apt,100,6,26,2021-09-04,0.45,1,103,6,,2021.0,600,"CONDO AU BORD DE LA MER - SHEDIAC, NB","condo au bord de la mer - shediac, nb"
332,22596489,Blue Anchor Getaway - Rest. Relax. Refresh.,50238929,April E,Westmorland,Botsford,46.13105,-63.78954,Entire home/apt,205,2,21,2021-09-10,0.58,1,32,11,,2021.0,410,BLUE ANCHOR GETAWAY - REST. RELAX. REFRESH.,blue anchor getaway - rest. relax. refresh.
333,22671155,"One room ""schoolhouse""",156661979,David,Westmorland,Salisbury,46.05438,-65.13521,Entire home/apt,40,1,38,2020-08-11,0.79,1,63,0,,2020.0,40,"ONE ROOM ""SCHOOLHOUSE""","one room ""schoolhouse"""
334,22715116,Apart. Victorian -MacKenzie House 1883 - Central,73532816,Annie,Westmorland,Moncton,46.09388,-64.77191,Entire home/apt,75,2,158,2022-05-29,2.95,1,206,26,,2022.0,150,APART. VICTORIAN -MACKENZIE HOUSE 1883 - CENTRAL,apart. victorian -mackenzie house 1883 - central
335,22716729,Renovated Historic Farmhouse with River Views.,968757,Nicole,Charlotte,Saint George,45.13816,-66.8243,Entire home/apt,250,4,18,2022-06-21,1.38,1,267,16,,2022.0,1000,RENOVATED HISTORIC FARMHOUSE WITH RIVER VIEWS.,renovated historic farmhouse with river views.
336,19027700,The Old Stanley Inn,129432056,Bethany,York,Stanley,46.28232,-66.74205,Entire home/apt,120,1,70,2021-10-08,1.14,1,0,11,,2021.0,120,THE OLD STANLEY INN,the old stanley inn
337,20726570,Cedar Brook Landing River Lodge,148419848,Ernie,Kent,Weldford,46.52873,-65.08468,Entire home/apt,750,2,45,2022-05-22,0.82,1,260,16,,2022.0,1500,CEDAR BROOK LANDING RIVER LODGE,cedar brook landing river lodge
338,19034674,"Sandpiper Lever du soleil  Water f,15 mi Shediac",131964471,Sandra,Kent,Dundas,46.33873,-64.61856,Entire home/apt,98,7,10,2019-08-25,0.17,3,266,0,,2019.0,686,"SANDPIPER LEVER DU SOLEIL  WATER F,15 MI SHEDIAC","sandpiper lever du soleil  water f,15 mi shediac"
339,20729214,Magaguadavic River Retreat,148444654,J,Charlotte,Saint George,45.13596,-66.83847,Entire home/apt,350,5,12,2021-08-23,0.52,1,308,6,,2021.0,1750,MAGAGUADAVIC RIVER RETREAT,magaguadavic river retreat
340,19052902,Big Axe  B&B - Walnut Suite,30970908,Vasyl,York,Southhampton,45.97286,-67.24263,Private room,110,1,26,2022-02-21,0.44,4,323,3,,2022.0,110,BIG AXE  B&B - WALNUT SUITE,big axe  b&b - walnut suite
341,20744432,Maritime room,144354036,Brigitte. David,Carleton,Northampton,46.17287,-67.5535,Private room,75,1,47,2021-09-01,0.97,7,302,15,,2021.0,75,MARITIME ROOM,maritime room
342,19053051,Big Axe  B&B - Lilac Room,30970908,Vasyl,York,Southhampton,45.97437,-67.24103,Private room,100,1,30,2021-10-03,0.5,4,322,3,,2021.0,100,BIG AXE  B&B - LILAC ROOM,big axe  b&b - lilac room
343,20744792,Safari room share bathroom with the Maritime room,144354036,Brigitte. David,Carleton,Northampton,46.17287,-67.5535,Private room,76,1,31,2022-06-02,0.66,7,355,11,,2022.0,76,SAFARI ROOM SHARE BATHROOM WITH THE MARITIME ROOM,safari room share bathroom with the maritime room
344,20745261,Blue room. Private room with door lock Share bath,144354036,Brigitte. David,Carleton,Northampton,46.17287,-67.5535,Private room,72,1,32,2022-03-18,0.65,7,363,22,,2022.0,72,BLUE ROOM. PRIVATE ROOM WITH DOOR LOCK SHARE BATH,blue room. private room with door lock share bath
345,24177929,The Dorchester Jail Cell #2 - #1 rated experience,129934599,Bill,Westmorland,Dorchester,45.90068,-64.51465,Private room,109,1,23,2022-06-18,0.48,8,360,8,,2022.0,109,THE DORCHESTER JAIL CELL #2 - #1 RATED EXPERIENCE,the dorchester jail cell #2 - #1 rated experience
346,24178623,The Dorchester Jail Cell #3 - #1 rated experience,129934599,Bill,Westmorland,Dorchester,45.90106,-64.51683,Private room,109,1,20,2022-01-14,0.4,8,356,4,,2022.0,109,THE DORCHESTER JAIL CELL #3 - #1 RATED EXPERIENCE,the dorchester jail cell #3 - #1 rated experience
347,24179181,The Dorchester Jail Cell #4 - #1 rated experience,129934599,Bill,Westmorland,Dorchester,45.89968,-64.51598,Private room,109,1,38,2022-01-14,0.76,8,361,8,,2022.0,109,THE DORCHESTER JAIL CELL #4 - #1 RATED EXPERIENCE,the dorchester jail cell #4 - #1 rated experience
348,20746907,Purple room private with door lock Share bathroom,144354036,Brigitte. David,Carleton,Northampton,46.17287,-67.5535,Private room,72,1,42,2022-06-02,0.83,7,354,9,,2022.0,72,PURPLE ROOM PRIVATE WITH DOOR LOCK SHARE BATHROOM,purple room private with door lock share bathroom
349,24179631,The Dorchester Jail Cell #5 - #1 rated experience,129934599,Bill,Westmorland,Dorchester,45.90012,-64.51685,Private room,99,1,6,2022-06-02,0.13,8,361,2,,2022.0,99,THE DORCHESTER JAIL CELL #5 - #1 RATED EXPERIENCE,the dorchester jail cell #5 - #1 rated experience
350,20747424,Yellow room private with door lock. Share bathroom,144354036,Brigitte. David,Carleton,Northampton,46.17287,-67.5535,Private room,74,1,66,2022-06-17,1.15,7,322,16,,2022.0,74,YELLOW ROOM PRIVATE WITH DOOR LOCK. SHARE BATHROOM,yellow room private with door lock. share bathroom
351,24180322,The Dorchester Jail Cell #6 - #1 unique experience,129934599,Bill,Westmorland,Dorchester,45.90111,-64.51459,Private room,99,1,3,2019-08-17,0.07,8,362,0,,2019.0,99,THE DORCHESTER JAIL CELL #6 - #1 UNIQUE EXPERIENCE,the dorchester jail cell #6 - #1 unique experience
352,24207060,Eaton Cottage,64731364,Heidi,Westmorland,Shediac,46.23921,-64.52063,Entire home/apt,299,2,32,2022-04-24,0.67,1,81,9,,2022.0,598,EATON COTTAGE,eaton cottage
353,20747603,Turquoise room  Queen size bed and single bed,144354036,Brigitte. David,Carleton,Northampton,46.17287,-67.5535,Private room,72,1,26,2021-08-29,0.45,7,347,6,,2021.0,72,TURQUOISE ROOM  QUEEN SIZE BED AND SINGLE BED,turquoise room  queen size bed and single bed
354,22723497,Coastal Country House- close to the beach,6160610,Gunther,Westmorland,Botsford,46.13084,-63.79067,Entire home/apt,185,5,13,2022-05-24,0.27,2,169,4,,2022.0,925,COASTAL COUNTRY HOUSE- CLOSE TO THE BEACH,coastal country house- close to the beach
355,22728387,Cozy walk out apartment with best view of the city,2839314,Rodge,Westmorland,Moncton,46.06696,-64.71988,Entire home/apt,150,2,25,2022-05-29,0.47,2,1,1,,2022.0,300,COZY WALK OUT APARTMENT WITH BEST VIEW OF THE CITY,cozy walk out apartment with best view of the city
356,20759400,Spare room to rent,98705415,Justin,Albert,Coverdale,46.04212,-64.80325,Private room,80,1,0,,,1,363,0,,,80,SPARE ROOM TO RENT,spare room to rent
357,22736499,Sunshine Retreat,116801624,Stephanie,Kent,Dundas,46.33125,-64.52443,Entire home/apt,150,7,40,2021-08-29,0.81,1,293,4,,2021.0,1050,SUNSHINE RETREAT,sunshine retreat
358,20830465,Easy from U.S. or P.Q. Borders-  Stay with Us!,7964165,Sharon,Kings,Springfield,45.65039,-65.86098,Private room,40,1,23,2021-09-15,0.4,5,321,4,,2021.0,40,EASY FROM U.S. OR P.Q. BORDERS-  STAY WITH US!,easy from u.s. or p.q. borders-  stay with us!
