id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
49704630,Woodlands Guest Suite 1 km to Hopewell Rocks,400877387,Stephen,Albert,Hopewell,45.838642,-64.575531,Entire home/apt,135,1,5,2021-08-01,0.37,1,174,4,
49706574,Waterfront cottage,302607333,Philippe,Northumberland,Alnwick,47.18562,-65.15316,Entire home/apt,153,3,17,2022-05-29,1.39,1,298,17,
49710825,Heaven Inn Devon “The Attic”,352746309,Jen & Darren,York,Fredericton,45.97123,-66.63558,Entire home/apt,139,1,25,2022-06-21,2.68,4,312,25,
49730806,Stay by the Bay,401082366,Manon,Restigouche,Dalhousie,48.06131,-66.35287,Entire home/apt,195,3,25,2022-05-30,2.08,1,267,25,
49732299,Fundys Lost Lobster & Lighthouse Cottage BnB Queen,326203821,Slawek & Kristina,Albert,Harvey,45.73418,-64.69814,Private room,119,1,1,2021-10-05,0.11,7,277,1,
49732562,Waterview Fundy's Lighthouse Cottage BnB King Room,326203821,Slawek & Kristina,Albert,Harvey,45.73393,-64.69702,Private room,139,1,3,2021-11-04,0.25,7,276,3,
49735046,Century charm 1,265895464,Melissa,Restigouche,Addington,48.00486,-66.67186,Entire home/apt,186,2,29,2022-06-20,2.47,6,126,29,
49746702,Charming Island Cottage,36512679,Treena,Charlotte,Campobello,44.8985,-66.95444,Entire home/apt,220,3,0,,,1,305,0,
49756224,The Fox Den,401275193,Monica,Kings,Kars,45.62044,-65.90675,Entire home/apt,369,2,15,2022-06-19,1.84,1,286,15,
49756400,New Brunswick Picture Province and Gaspe Peninsula,13699315,Wayne,Restigouche,Addington,47.99962,-66.67322,Entire home/apt,180,3,5,2022-05-10,0.43,1,174,5,
49758714,Zion-Inn Smart,220303536,Zion-Inn,Saint John,City of Saint John,45.25831,-66.07123,Private room,36,2,18,2022-06-09,1.53,15,356,18,
49786972,🥰 Wow! Enjoy Nice & Clean 3 bedrooms NBCC Moncton,217958381,Rafael,Westmorland,Moncton,46.10258,-64.8221,Entire home/apt,60,1,7,2021-08-02,0.58,56,0,7,
49787166,Eye Catching 1 Bedroom Suite,72885777,Canadian Home,Saint John,City of Saint John,45.27008,-66.05683,Entire home/apt,66,1,18,2021-09-18,1.36,12,21,14,
49835570,Chalet L'Evasion rénové et direct bord de mer,401901393,Pauline Et Jeff,Gloucester,New Bandon,47.83651,-65.01293,Entire home/apt,138,6,15,2022-06-24,1.34,1,268,15,
49838358,Fisherman’s View of North Head with cozy decks,78174778,Abigail,Charlotte,Grand Manan,44.77118,-66.76725,Entire home/apt,150,2,18,2021-09-25,1.51,1,29,18,
49847133,"Best location! Executive home, downtown St Andrews",184564354,David & Heather,Charlotte,Saint Andrews,45.07528,-67.04999,Entire home/apt,399,3,5,2021-11-14,0.45,1,295,5,
49859968,Station 1 - Suite 2 bedroom 102,361240603,Corinne,Westmorland,Moncton,46.10792,-64.777,Private room,203,1,9,2022-05-24,0.68,9,333,8,
49860964,Aunt Sabra's Tree Point Cabin with Private Gazebo,402118600,Lupins & Lavender,Charlotte,Grand Manan,44.6199,-66.86787,Entire home/apt,175,2,26,2022-06-22,2.04,3,2,23,
49873738,Chalet d'été à louer à Val-Comeau près de l'eau,172183897,Joanie,Gloucester,Saumarez,47.46886,-64.87579,Entire home/apt,100,6,1,2021-07-24,0.09,2,303,1,
49885888,Coucher de soleil,208508205,Patrick,Gloucester,New Bandon,47.81838,-65.15735,Entire home/apt,135,4,4,2021-08-30,0.35,2,66,4,
48030019,"Ocean Breeze Executive Loft - Oak Point, NB",191833354,Jennifer,Northumberland,Alnwick,47.12099,-65.26436,Entire home/apt,120,3,23,2022-06-18,1.71,1,298,19,
48031132,Gowland Mountain Getaway Cabin,121479532,Roger And Julie,Albert,Elgin,45.80273,-65.06441,Entire home/apt,291,2,17,2022-05-29,1.07,1,132,12,
48036087,🥰 Wow! Enjoy Nice & Clean 2 bedrooms ap NBCC MONCT,217958381,Rafael,Westmorland,Moncton,46.09869,-64.81769,Entire home/apt,63,1,8,2021-08-01,0.50,56,0,2,
48045912,Private Cottage Beyond The Pines (15m to Shediac),13359297,Megan,Kent,Dundas,46.33984,-64.56591,Entire home/apt,149,3,11,2022-05-01,0.88,1,288,8,
48063338,Gillis Cove Beach Cottages - Salmon Beach NB,387494725,Tricia,Gloucester,Bathurst,47.66547,-65.54473,Entire home/apt,220,7,1,2021-08-15,0.10,1,36,1,
48066188,Private 2 bedrooms - nonshared -1KM NBCC Moncton,217958381,Rafael,Westmorland,Moncton,46.10378,-64.8155,Entire home/apt,63,1,0,,,56,0,0,
48073651,Tidal Bay Chalet - Heart of Alma NB,296536669,Jared,Albert,Alma,45.60945,-64.94889,Entire home/apt,300,2,101,2022-06-20,6.57,2,256,79,
48097281,Seascape Cottage,379673192,Emily,Charlotte,Saint David,45.22499,-67.19333,Entire home/apt,180,2,2,2022-06-19,0.14,1,307,1,
48099530,Maison familiale reposante...vue la rivière,144871563,Marie-France,Kent,Saint Mary,46.39159,-64.84543,Entire home/apt,153,2,76,2022-06-19,4.74,1,263,61,
48102275,"Cozy Romantic waterfront cottage ""The Dream""",98634026,Seb,Westmorland,Shediac,46.23611,-64.5189,Entire home/apt,210,3,56,2022-06-04,3.43,4,74,39,
48110775,FAZAs Guest Inn,370638211,Ayo,Saint John,City of Saint John,45.30148,-66.0053,Private room,30,1,1,2021-03-15,0.06,3,174,0,
48147038,Sunset Bend Waterfront cottage,122499842,Don,Kings,Westfield,45.3584,-66.22142,Entire home/apt,138,2,1,2022-06-22,1,1,2,1,
48171310,FAZAs Guest Inn.,370638211,Ayo,Saint John,City of Saint John,45.30041,-66.00677,Private room,27,1,0,,,3,266,0,
48176689,Rooms on Tobique headpond and New Brunswick Trail,382654147,Kenda,Victoria,Perth,46.77242,-67.61489,Private room,99,1,51,2022-06-20,4.29,2,324,51,
48181973,🔝New apt- Luxury/Style near the mall wait for you,281566245,Karla,Westmorland,Moncton,46.10149,-64.7238,Entire home/apt,124,2,45,2022-05-20,2.84,3,68,40,
48182915,The Little House On The St. John River,388713646,Carrie,York,Fredericton,45.97631,-66.7217,Entire home/apt,128,1,82,2022-06-20,5.10,1,121,62,
48186407,Chalet Côtier dans la Péninsule Acadienne,199027101,Vanessa,Gloucester,Shippagan,47.88193,-64.60119,Entire home/apt,130,3,12,2021-10-03,0.92,1,293,11,
48211572,Waterfront house just steps from the beach!,388980875,Gabrielle,Westmorland,Botsford,46.22065,-64.2288,Entire home/apt,215,7,0,,,1,117,0,
48227108,Hennessey Cottage Island Retreat,287907032,Genevieve,Charlotte,West Isles,44.97156,-67.00841,Entire home/apt,300,7,6,2021-11-08,0.46,1,310,5,
48228463,DOWNTOWN NEW EXECUTIVE KING SUITE #5,13302046,Victoria,York,Fredericton,45.95732,-66.63647,Entire home/apt,125,2,3,2022-04-17,1.01,5,295,3,
48255620,family living in the heart of Moncton.,99716737,Andrea,Westmorland,Moncton,46.08126,-64.79522,Entire home/apt,99,2,15,2021-09-26,1.25,1,51,15,
50032964,Grand Lake Getaway,340474324,Natalie,Queens,Canning,45.88441,-66.16378,Entire home/apt,299,1,33,2022-05-15,2.68,1,293,32,
50033403,HERON HOUSE • Oceanfront Beach Home • Pool,28014187,Lauren,Westmorland,Shediac,46.2236,-64.56062,Entire home/apt,554,7,12,2022-05-30,0.95,1,274,11,
50042254,Cozy Cabin with Large Cedar Hot Tub,120116383,Kara,Northumberland,Derby,46.82966,-65.78516,Entire home/apt,300,1,113,2022-06-20,9.80,3,295,113,
50049031,Beautiful 2 Bedroom Suite with Rooftop Deck!,50511831,Historica,Saint John,City of Saint John,45.27321,-66.06083,Entire home/apt,150,4,15,2022-06-14,1.19,11,6,14,
50072718,Masterbed Room in Family Friendly North Moncton,327184180,Binita,Westmorland,Moncton,46.11736,-64.85364,Private room,69,3,0,,,2,180,0,
50073550,"Le 15 août à Caraquet, un muss",46959781,Kevin,Gloucester,Caraquet,47.77099,-65.00491,Entire home/apt,165,7,1,2021-08-16,0.10,2,0,1,
50079970,Babbling Brook Campsite with view of the Bay of Chaleur.,70652859,Kipani,Gloucester,Bathurst,47.6562,-65.59859,Entire home/apt,30,1,1,2021-07-08,0.09,2,363,1,
50099446,Cozy Cabin on the Taxis River,52589844,Nick,York,Stanley,46.43125,-66.50283,Entire home/apt,98,1,36,2022-06-24,2.92,1,308,35,
50111314,Relax and unwind,404311515,Anne,Westmorland,Moncton,46.09663,-64.68475,Entire home/apt,130,4,3,2021-09-15,0.27,2,176,3,
50112055,Entire house for you,404311515,Anne,Westmorland,Moncton,46.09654,-64.68387,Entire home/apt,120,4,4,2021-08-03,0.34,2,175,4,
50113711,It's About Time Unit #1,340761482,Elizabeth And Michael,Northumberland,Newcastle,47.07094,-65.41916,Entire home/apt,195,3,3,2022-05-29,0.85,3,324,3,
50119042,Happy nook,42447632,Kamal & Hanoze,Kent,Dundas,46.40066,-64.65757,Private room,80,2,0,,,4,338,0,
50119263,Clue? What? Where? Mystery Themed Apartment,14484712,Endeavours & ThinkPlay,York,Fredericton,45.96376,-66.650604,Entire home/apt,147,1,24,2022-06-19,2.14,1,0,24,
50133922,Morel Executive Suites #2,160722820,Denis,Madawaska,Madawaska,47.36531,-68.32527,Entire home/apt,189,1,3,2021-08-24,0.27,9,191,3,
50134517,Morel Executive Suites #3,160722820,Denis,Madawaska,Madawaska,47.36643,-68.32744,Entire home/apt,125,1,13,2022-06-13,1.09,9,160,13,
50135211,Morel Executive Suites #4,160722820,Denis,Madawaska,Madawaska,47.36464,-68.32666,Entire home/apt,189,1,1,2022-04-29,0.53,9,98,1,
50135379,Morel Executive Suites #6,160722820,Denis,Madawaska,Madawaska,47.36491,-68.3275,Entire home/apt,161,1,2,2021-08-04,0.17,9,178,2,
50137174,Peacefull Ocean View Cottage 2 Bedroom,404582922,Vincent,Restigouche,Colborne,47.99458,-66.29154,Entire home/apt,130,4,6,2022-06-17,0.47,1,52,5,
50143719,Two bedroom apartment on the NB Trail.,107841229,Jon,Sunbury,Burton,45.8507,-66.48358,Entire home/apt,89,1,1,2021-07-31,0.09,1,0,1,
50144638,34' Renovated Motorhome,151005638,Tiffany,Charlotte,Grand Manan,44.68639,-66.78152,Entire home/apt,130,2,8,2022-06-12,0.70,1,236,8,
50145684,Cozy 2 bedroom cottage with covered deck and BBQ.,404665863,Dino,Westmorland,Shediac,46.26402,-64.56759,Entire home/apt,175,4,0,,,1,52,0,
50153894,Luxury Oceanview Beach House W/hot tub,163810614,Genevieve,Kent,Dundas,46.378902,-64.616928,Entire home/apt,370,2,11,2022-01-15,1.05,3,311,11,
50157043,The Farmhouse at Ticklebelly Hill,67623459,Sarah,Charlotte,Saint David,45.25661,-67.15703,Entire home/apt,398,2,9,2021-10-07,0.73,1,136,8,
50157527,Albert Mines Guest House,312406932,Jason,Albert,Hopewell,45.80811,-64.61188,Entire home/apt,169,2,31,2022-06-17,2.50,1,111,30,
50175403,Quaint 2 Bedroom Apartment,391738420,Cardeen,Westmorland,Shediac,46.21624,-64.53993,Entire home/apt,135,3,0,,,2,314,0,
50196473,"Waterfront 92 Front St Gagetown, NB Vacation Spot",27531003,Shaune,Queens,Gagetown,45.78705,-66.1444,Entire home/apt,225,2,4,2021-09-03,0.36,4,335,4,
50197350,Charming 2 Bedroom Cottage with River Front View,55689137,Jessica,Kent,Weldford,46.56409,-65.06673,Entire home/apt,182,6,13,2021-09-20,1.21,1,1,13,
50197939,Cottage by the Beach w/ great Wi-Fi & Streaming TV,104281334,Michel,Westmorland,Shediac,46.23468,-64.51345,Entire home/apt,187,2,12,2022-06-19,0.97,1,126,11,
49886476,"Quiet Country Home with a View in Belyeas Cove, NB",265907771,Nancy,Queens,Wickham,45.72085,-65.9992,Entire home/apt,115,2,17,2022-06-19,1.28,4,325,16,
49886745,Down by the Bay,36813301,Jon,Kent,Wellington,46.52729,-64.6935,Entire home/apt,135,2,10,2022-06-11,0.83,1,135,10,
49912906,Belleisle Bay Chalet,307977244,Amy,Kings,Kars,45.60746,-65.92095,Entire home/apt,263,5,9,2022-06-12,0.77,1,53,9,
49919530,Station 1 - Boutique Loft 1 bedroom 106,361240603,Corinne,Westmorland,Moncton,46.10788,-64.77899,Private room,213,1,30,2022-06-19,2.34,9,315,28,
49919544,Station 1 - Suite 1 Bedroom Accessible 111,361240603,Corinne,Westmorland,Moncton,46.10914,-64.77695,Private room,190,1,5,2022-05-01,0.43,9,322,5,
49919558,Station 1 - Suite 3 bedroom 105,361240603,Corinne,Westmorland,Moncton,46.10805,-64.77833,Entire home/apt,352,1,7,2022-06-18,1.07,9,293,7,
49919598,Station 1 - Suite 2 bedroom 107,361240603,Corinne,Westmorland,Moncton,46.10945,-64.77844,Private room,245,1,25,2022-06-12,1.96,9,301,23,
49919610,Station 1 - Suite 2 bedroom 109,361240603,Corinne,Westmorland,Moncton,46.10847,-64.77731,Private room,245,1,7,2022-03-20,0.60,9,315,7,
49937247,The Shipbuilder's Cottage-Two Century Old Charm,402684845,Nick,Saint John,Saint Martins,45.326275,-65.549957,Entire home/apt,210,2,10,2022-06-05,0.91,2,93,10,
49946930,Station 1 - Boutique Loft 1 bedroom 108,361240603,Corinne,Westmorland,Moncton,46.10762,-64.77706,Private room,213,1,41,2022-06-18,3.13,9,319,38,
49963777,Gibbons Place,402904861,Kirk,Northumberland,Southesk,46.93953,-65.90085,Entire home/apt,96,1,41,2022-06-24,3.16,1,315,38,
49977172,Entire house located across from the airport,163690982,Ashley,Sunbury,Lincoln,45.87456,-66.52959,Entire home/apt,160,2,5,2021-07-08,0.41,1,4,4,
49986799,Shediac - Downtown Loft Retreat,403129032,Amélie,Westmorland,Shediac,46.22101,-64.53455,Entire home/apt,105,3,11,2022-06-24,0.93,1,51,11,
50000673,Cozy One Bedroom Apartment in Downtown Shediac,403048131,Jasmeen,Westmorland,Shediac,46.21964,-64.53719,Entire home/apt,147,2,5,2021-08-26,0.45,1,311,5,
50005153,The Romeo Room at The Montague Rose B&B,392742003,Ben,Charlotte,Saint Andrews,45.074,-67.0492,Private room,185,1,7,2022-06-01,0.54,5,321,5,
50010338,"""Waterfront"" Vacation condo (Shediac-Bridge)",98634026,Seb,Westmorland,Shediac,46.26935,-64.57123,Entire home/apt,225,3,9,2022-03-31,0.80,4,15,9,
50536165,Cheerful Four Bedroom Residential Home,408314501,Kristel,York,McAdam,45.59641,-67.31797,Entire home/apt,171,2,18,2022-06-20,1.57,1,135,18,
50538724,"New, modern & cozy 1 BR/2 bed Apt w Fire Place",374845210,Katie,Albert,Coverdale,46.04618,-64.78951,Entire home/apt,160,2,17,2022-06-20,1.47,1,121,17,
46426706,Quiet Apartment in town limits with country views!,8804049,Kathy,Westmorland,Sackville,45.91262,-64.38747,Entire home/apt,83,2,13,2022-04-30,0.69,1,71,6,
50549803,Welcome to Maple Hill Lodge,403718348,Gordon,York,Fredericton,45.96741,-66.73046,Entire home/apt,307,1,14,2021-11-28,1.21,3,311,14,
46444840,Chalet on the lake,375745345,Steven,Charlotte,Saint Patrick,45.30308,-67.0168,Entire home/apt,300,3,28,2022-05-22,1.52,2,300,18,
50565625,Peaceful cottage with great beach,408544483,Patrick,Westmorland,Shediac,46.2246,-64.31287,Entire home/apt,285,3,3,2021-08-28,0.27,1,318,3,
46483712,The Lost Mitten Bed and Breakfast Bedroom # 1,375986263,Valerie,Carleton,Aberdeen,46.49385,-67.38314,Private room,100,1,0,,,3,337,0,
50569469,Cape Carter Beach House,54071912,Nicholas,Westmorland,Botsford,46.13029,-63.7847,Entire home/apt,279,5,2,2021-09-10,0.20,2,1,2,
46509368,Private One Bedroom in Quiet Neighbourhood,146216592,Shane,York,Saint Marys,45.94407,-66.58999,Entire home/apt,99,3,9,2022-01-17,0.53,7,206,7,
46637027,"""Drift Inn: Relax and enjoy your time here”",188882153,Paul And Bev,York,Fredericton,45.97051,-66.6351,Entire home/apt,203,3,21,2022-06-18,1.14,1,116,19,
50570865,"Rustic Tiny post and beam 1 bedroom home in picturesque Deerville, NB",408588652,David,Carleton,Wilmot,46.30516,-67.66865,Entire home/apt,99,1,2,2022-05-27,1.58,1,267,2,
46639910,LongJohns Cabin -Next to miles of the best trails!,238714878,Liana & Doug,Gloucester,Bathurst,47.41585,-65.79661,Entire home/apt,245,2,9,2022-03-13,0.49,5,360,6,
50587256,"1 bed. Saint John Uptown. Wi-fi, 1 FREE parking",338790520,Port City,Saint John,City of Saint John,45.27699,-66.05981,Entire home/apt,129,3,2,2021-07-31,0.18,2,347,2,
46645690,Manoir Highfield,377038939,Corinne,Westmorland,Moncton,46.09031,-64.78458,Entire home/apt,585,1,40,2022-06-19,2.11,2,313,30,
50592943,Country living in the city,249407389,Rosemary,Saint John,City of Saint John,45.30204,-65.95377,Entire home/apt,89,4,13,2022-06-17,1.11,1,269,13,
46748247,🥰 Wow! Enjoy Nice & Clean 2 bedrooms ap NBCC MONCT,217958381,Rafael,Westmorland,Moncton,46.09862,-64.81905,Entire home/apt,58,1,4,2021-04-30,0.21,56,0,0,
50621279,Rock's View Pool House Retreat,408996592,Lisa,Albert,Hopewell,45.83494,-64.57717,Entire home/apt,348,3,6,2021-09-06,0.52,1,317,6,
50629775,Our Place in Shediac Bridge,235044569,Aura,Kent,Dundas,46.28044,-64.58076,Entire home/apt,195,1,6,2021-08-22,0.53,2,322,6,
50630229,Cottage camper on private lot,205176764,Lisa,Westmorland,Botsford,46.21561,-64.28437,Entire home/apt,100,2,4,2021-08-22,0.34,1,330,4,
46748498,🥰 Wow! Enjoy Nice & Clean 2 bedrooms ap NBCC MONCT,217958381,Rafael,Westmorland,Moncton,46.09939,-64.8191,Entire home/apt,58,1,5,2021-08-09,0.41,56,0,5,
50649631,🥰 Wow! Enjoy Nice & Clean 3 bedrooms- UniversityM,217958381,Rafael,Westmorland,Moncton,46.10499,-64.80138,Entire home/apt,130,1,8,2022-05-26,0.70,56,83,8,
46815574,2 By the Sea - Dock Look Out,40603636,Carol,Kent,Dundas,46.38125,-64.61317,Entire home/apt,200,3,16,2022-05-24,1.12,2,301,14,
50652551,Huge Room in Old School -Moncton -Hopewell Rocks!,190155146,Janet & Maury,Albert,Coverdale,46.03592,-64.72155,Private room,108,1,61,2022-05-22,5.10,3,329,61,
51110786,Vibrant apartment in the heart of the town,243561378,Ioana-Lelia,Madawaska,Madawaska,47.37309,-68.32707,Entire home/apt,110,1,35,2022-06-23,3.13,9,335,35,
51139811,🥰 Wow! Enjoy Nice & Clean 3 bedrooms NBCC Moncton,217958381,Rafael,Westmorland,Moncton,46.09865,-64.81942,Entire home/apt,110,1,6,2022-04-24,0.55,56,1,6,
51143150,Large family home with movie theatre room,73970082,Kim & Greg,Westmorland,Moncton,46.10676,-64.76151,Entire home/apt,225,14,1,2021-08-13,0.09,5,351,1,
51153439,Lovely 1 bedroom apartment close to downtown Moncton,195029227,Pascal,Albert,Coverdale,46.06271,-64.79144,Entire home/apt,80,2,12,2022-06-06,1.07,1,58,12,
50654261,Petit refuge au bord de la  mer,409282564,Lucie,Gloucester,Caraquet,47.80421,-64.84993,Entire home/apt,78,4,11,2021-09-26,1.02,3,251,11,
51153863,Entire private luxury Suite near downtown moncton,162985824,Nitin,Albert,Coverdale,46.05497,-64.78727,Entire home/apt,94,1,13,2022-06-20,1.18,1,63,13,
51172675,JT's Place,223638713,Jacki,Madawaska,Madawaska,47.36826,-68.3214,Entire home/apt,152,2,8,2022-06-21,1.38,2,319,8,
50656925,Cocagne by the beach in cozy traditional house,242155537,Étienne,Kent,Dundas,46.32941,-64.61782,Entire home/apt,135,1,6,2022-05-21,0.57,14,36,6,
51175432,Entire unit 16 min to Shippagan Tracadie Caraquet,143917516,Natalia,Gloucester,Inkerman,47.668301,-64.850433,Entire home/apt,90,1,4,2021-09-29,0.38,1,326,4,
50660363,Executive Oceanview Cottage,17287564,Raymonde,Westmorland,Botsford,46.23405,-64.27237,Entire home/apt,853,5,3,2022-03-09,0.28,1,201,3,
51176123,Stunning 2-bedroom downtown Den,130819524,Milda,York,Fredericton,45.95892,-66.65562,Entire home/apt,135,2,17,2022-06-20,1.72,1,310,17,
51190882,The Nest - A Shore Paradise,414318369,Isabelle,Westmorland,Shediac,46.23557,-64.51573,Entire home/apt,199,5,16,2022-06-19,1.52,1,288,16,
50664776,Beach view cottage,176331934,Chanelle,Gloucester,Shippagan,47.75936,-64.74222,Entire home/apt,150,4,2,2021-10-06,0.20,4,293,2,
51192317,Adorable 2 bedroom place in Riverview,55960766,Patty,Albert,Coverdale,46.07527,-64.75872,Entire home/apt,92,3,38,2022-06-03,3.45,1,166,38,
50670095,The Lake House on Square Lake,48065645,Michel,Westmorland,Botsford,46.15074,-64.2373,Entire home/apt,325,5,5,2022-05-18,0.44,1,281,5,
51192419,Private room-Room #1,364044108,Daniela,Saint John,City of Saint John,45.28384,-65.99635,Private room,37,1,4,2022-05-15,0.49,5,358,4,
51216345,Escapade en forêt -  ville et plage à proximité,1537655,Christian,Westmorland,Moncton,46.18515,-64.82663,Entire home/apt,175,3,3,2021-09-05,0.27,1,0,3,
50681064,Cozy in Caissie Cape,409551570,Shauna,Kent,Dundas,46.35484,-64.53609,Entire home/apt,233,2,20,2022-06-22,1.79,1,94,20,
51216419,Charming three bedroom cottage with ocean view.,411661826,Vincent,Kent,Wellington,46.53978,-64.70049,Entire home/apt,200,6,2,2021-08-21,0.19,2,322,2,
50690720,"Executive Cottage in Alma,  Fundy National Park",408240451,Kelly,Albert,Alma,45.60306,-64.94256,Entire home/apt,247,5,9,2021-10-18,0.81,1,136,9,
50690801,City Sunrise in Heritage Comfort,39511652,Brendan,Saint John,City of Saint John,45.27367,-66.06011,Entire home/apt,281,2,10,2021-09-19,0.86,2,5,10,
51217545,Delightful one bedroom RV with patio ocean view,411661826,Vincent,Kent,Wellington,46.53935,-64.70169,Entire home/apt,118,4,2,2021-08-18,0.19,2,346,2,
50700557,4 By the Sea - Little Grey Cottage (pet friendly),40603636,Carol,Kent,Dundas,46.3823,-64.61372,Entire home/apt,134,3,15,2022-05-29,1.26,2,293,15,
50703301,Caledonia Queen's Room,39650932,Liam,Albert,Hillsborough,45.83748,-64.75846,Private room,69,1,32,2022-06-14,2.90,2,72,32,
51243764,The Clifton Bluff Retreat -  Kingston Peninsula,120950763,Susan,Kings,Kingston,45.41853,-66.04069,Entire home/apt,200,1,27,2022-05-21,2.47,8,292,27,
51244186,Executive suite with ocean view.3B,262752285,Jimmy,Gloucester,Bathurst,47.62007,-65.65381,Entire home/apt,95,1,9,2022-04-18,0.82,4,345,9,
50728276,Y&A's Spot,409937650,Adam,Kent,Wellington,46.47545,-64.71962,Entire home/apt,113,2,1,2021-09-11,0.10,1,359,1,
50731028,Old School Ensuite,409961594,Lynn,Albert,Harvey,45.69864,-64.71004,Private room,109,1,14,2022-06-20,1.28,1,160,14,
51244979,Tidal Retreat on the Bay of Fundy,414885843,Rvpark,Charlotte,Saint David,45.216366,-67.195412,Entire home/apt,132,3,1,2022-05-23,0.91,1,192,1,
50750859,Once Upon a Tide cottage,16970274,Melissa,Albert,Alma,45.60183,-64.94084,Entire home/apt,241,2,0,,,1,156,0,
50753047,New Summer 2021 Shediac Rental!,335076599,Frederic,Westmorland,Shediac,46.2128,-64.54876,Entire home/apt,174,2,33,2022-06-16,2.86,3,286,33,
50773374,"Private Basement Suite with Bathroom, Kitchen etc.",410324374,Bayo,Westmorland,Moncton,46.08671,-64.72537,Private room,68,1,133,2022-06-18,11.40,1,201,133,
50784739,🏖 Oceanfront 3-bed Cottage | Swim-friendly Beach!,2432966,Lyndsay,Westmorland,Botsford,46.12474,-63.78433,Entire home/apt,230,4,3,2021-08-15,0.27,1,5,3,
50786506,First line sandy beach loft studio apartment.,37437927,Jean-Marie,Westmorland,Shediac,46.22861,-64.32273,Entire home/apt,125,7,11,2021-10-15,0.95,1,307,11,
50791423,Lucy's Lakeside Cottage 1,84292676,Tina,York,Manners Sutton,45.55869,-67.04547,Entire home/apt,180,4,7,2021-09-04,0.61,2,52,7,
50791600,Central Private Basement Suite with Parking,28418595,Heather-Ann,Westmorland,Moncton,46.10989,-64.76058,Entire home/apt,102,2,2,2022-05-23,0.28,1,146,2,
50792099,UNPLUG Offgrid Rustic Cabin on Heritage St.Croix,60738244,Tammy,Charlotte,Saint James,45.39349,-67.3783,Entire home/apt,160,3,4,2022-06-19,0.37,2,80,4,
50793674,Jardin Suites Highfield,377038939,Corinne,Westmorland,Moncton,46.08984,-64.78487,Entire home/apt,233,1,0,,,2,336,0,
50796000,Camping in Comfort,47141908,Susan,Charlotte,Saint George,45.05691,-66.85855,Entire home/apt,125,2,10,2021-09-06,0.86,4,365,10,
50803646,Skye 1,410619789,Michele,Saint John,City of Saint John,45.25675,-66.08028,Private room,35,1,5,2021-09-06,0.43,7,267,5,
50804262,Fully Serviced Travel Trailer Site #1,144332110,Corey,Albert,Elgin,45.840336,-64.919876,Entire home/apt,47,1,1,2021-08-14,0.09,3,152,1,
50807610,Fully Serviced Travel Trailer Site #2,144332110,Corey,Albert,Elgin,45.83992,-64.92099,Entire home/apt,47,1,0,,,3,73,0,
50808300,Cottage in Pointe Brûlée,56281749,Julien,Gloucester,Shippagan,47.76063,-64.73093,Entire home/apt,120,3,0,,,1,309,0,
50812012,Geodome water view stay on Grand Manan Island,410711545,Hunter,Charlotte,Grand Manan,44.74628,-66.7641,Entire home/apt,298,2,77,2022-06-17,6.79,1,200,77,
50827351,ReNEWd Rest Cottage,122335381,Mel & Mike,Kings,Springfield,45.6358,-65.85874,Entire home/apt,184,2,59,2022-06-10,7.05,1,294,59,
50831932,Lower level apt 6ft high close to hwy netflix wifi,243561378,Ioana-Lelia,Madawaska,Madawaska,47.36847,-68.32015,Entire home/apt,85,1,58,2022-06-20,4.93,9,302,58,
50852825,Chalet by the sea,220550356,Gilles,Westmorland,Shediac,46.22237,-64.38871,Entire home/apt,215,5,17,2022-06-19,1.54,2,151,17,
50856372,L’appart entre la gare et le Collège,111838011,Joumana,Gloucester,Bathurst,47.62267,-65.6726,Entire home/apt,120,1,9,2022-05-26,1.04,4,138,9,
50862794,Skye#4,410619789,Michele,Saint John,City of Saint John,45.25847,-66.08037,Private room,26,1,15,2022-01-09,1.33,7,175,15,
50866729,Tobique Haven,411256598,John,Victoria,Lorne,46.96471,-67.39474,Entire home/apt,146,2,11,2022-06-05,0.98,1,174,11,
50876657,Adorable petit chalet,309534924,Yann,Restigouche,Saint-Quentin,47.58639,-67.37015,Entire home/apt,80,1,38,2022-06-12,3.54,1,323,38,
50876821,"Beautiful cottage with a  hot tub, pet friendly",173204517,Fiona,Carleton,Brighton,46.32205,-67.39472,Entire home/apt,130,1,44,2022-06-19,3.86,1,157,44,
50898240,2 Bedroom Cottage on Beach,411549883,David,Westmorland,Shediac,46.23666,-64.43644,Entire home/apt,250,4,0,,,1,12,0,
50898803,"Restwell Motel, quiet room, 5 min to Mountain Rd.",254985448,Roman,Westmorland,Moncton,46.11983,-64.93217,Private room,78,1,6,2021-08-31,0.52,2,0,6,
50898843,Big little Haven Suite no 1,319888830,Carole,Kent,Wellington,46.47127,-64.72264,Private room,149,1,0,,,6,337,0,
50899611,Spectacular 4 bedroom house downtown with pool+spa,86530656,Kayla,York,Fredericton,45.96156,-66.6555,Entire home/apt,499,5,4,2021-12-06,0.37,1,53,4,
50921871,Zion Delux 1,220303536,Zion-Inn,Saint John,City of Saint John,45.27497,-66.08388,Private room,36,2,19,2022-06-14,1.73,15,338,19,
50922026,Zion Delux 2,220303536,Zion-Inn,Saint John,City of Saint John,45.2779,-66.08233,Private room,37,3,10,2022-01-01,0.89,15,347,10,
